userid,country,state,county,city
USER_69bc31ce,United States of America,Louisiana,Bossier,Shreveport
USER_15915597,United States of America,New Jersey,Essex County,Orange
USER_26d90802,United States of America,Louisiana,Orleans,New Orleans
USER_2e89374d,United States of America,New York,Kings,NYC
USER_6e2a5bed,United States of America,Maryland,Montgomery,UKN
USER_712cc037,United States of America,New York,Kings,NYC
USER_ffa3cab3,United States of America,New York,Kings,NYC
USER_f7c9989b,United States of America,Virginia,Chesterfield,Ettrick
USER_a95a6b56,United States of America,New Jersey,Hudson,Kearny
USER_33d4ca35,United States of America,UKN,District of Columbia,Washington
USER_616d7ec7,United States of America,New York,New York,NYC
USER_312cb5de,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_c6803168,United States of America,New York,Bronx County,NYC
USER_0a1fc588,United States of America,New Jersey,Essex,Newark
USER_787dbe9b,United States of America,Alabama,Jefferson,Birmingham
USER_182508eb,United States of America,Virginia,Hampton (city),Hampton
USER_fdedba6b,Canada,Ontario,UKN,Toronto
USER_85b30ec7,United States of America,UKN,District of Columbia,Washington
USER_7d8227d0,United States of America,Ohio,Delaware County,Columbus
USER_c18609cf,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_ec61cb07,United States of America,New York,Suffolk,UKN
USER_7da950cd,United States of America,North Carolina,Guilford,Greensboro
USER_b14f2b7e,United States of America,Maryland,Somerset,UKN
USER_660ee190,United States of America,New Mexico,Bernalillo,UKN
USER_c6710d1e,United States of America,New York,Kings,NYC
USER_87831505,United States of America,Virginia,Fauquier,UKN
USER_64df7022,United States of America,New Jersey,Mercer,Ewing Township
USER_5ae81cdb,México,Tamaulipas,UKN,Matamoros
USER_68a43ff2,United States of America,New York,Kings County,NYC
USER_cd33c09e,United States of America,New York,Orange,New Windsor
USER_09b0f528,United States of America,Virginia,Chesterfield,Bellwood
USER_39b12690,United States of America,Virginia,Newport News (city),Hampton
USER_3dd9d076,United States of America,Georgia,Fulton County,Atlanta
USER_5e8013ee,United States of America,Florida,Miami-Dade County,North Miami Beach
USER_5f96d0b0,United States of America,Michigan,Wayne,Detroit
USER_85587748,United States of America,Georgia,Fulton County,Atlanta
USER_5e211cf0,United States of America,Virginia,Norfolk (city),Chesapeake
USER_34144e4b,United States of America,Virginia,Richmond (city),Richmond
USER_46ed49ff,United States of America,California,Los Angeles,Montebello
USER_e8fae8b0,United States of America,New Jersey,Hudson County,Hoboken
USER_38d4f768,United States of America,Iowa,Dubuque,Dubuque
USER_b94ad341,United States of America,California,Los Angeles,Norwalk
USER_451f3bf0,United States of America,New York,Kings County,NYC
USER_993768b0,United States of America,California,Los Angeles County,L.A.
USER_195f4598,United States of America,California,Ventura,Ventura
USER_4f94c54a,United States of America,New York,New York,NYC
USER_8aba323a,United States of America,North Dakota,McLean,UKN
USER_bbb45249,United States of America,North Carolina,Mecklenburg,UKN
USER_424c8519,United States of America,Michigan,Wayne,Dearborn
USER_af93fc66,United States of America,Alabama,Colbert County,UKN
USER_b7085721,United States of America,Louisiana,Orleans,New Orleans
USER_39fcbd69,United States of America,Illinois,Cook County,Chicago
USER_8b0c0007,United States of America,Delaware,New Castle,Glasgow, New Castle, Delaware, United States
USER_c28e23f2,United States of America,Louisiana,Lafayette Parish,Lafayette
USER_b9c0873d,United States of America,California,Contra Costa County,Brentwood
USER_39be2551,United States of America,New York,Kings,NYC
USER_8ae3a62b,United States of America,Ohio,Cuyahoga County,Warrensville Heights
USER_d8bf9970,United States of America,Illinois,Cook,Bellwood
USER_e7586f0f,United States of America,California,Los Angeles County,UKN
USER_77463a28,United States of America,Texas,Harris,UKN
USER_79ec1a91,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_eb4d108d,United States of America,Arizona,Maricopa,UKN
USER_b5f977da,United States of America,California,Los Angeles,UKN
USER_08d07a9d,United States of America,Connecticut,Fairfield,Bridgeport
USER_32c9f447,United States of America,North Carolina,Wake County,Morrisville
USER_3be75615,United States of America,New York,New York,NYC
USER_53db779e,United States of America,Virginia,Fairfax County,Springfield
USER_85c04997,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_2905386f,United States of America,New York,Kings County,NYC
USER_6f2c3ddb,United States of America,New York,New York,NYC
USER_9b17d6eb,United States of America,New York,Queens County,NYC
USER_499db6e4,United States of America,Arizona,Maricopa,UKN
USER_aef90dc8,United States of America,New York,New York,NYC
USER_8c76cd44,United States of America,New York,Kings County,NYC
USER_7ff08926,United States of America,California,San Bernardino County,Chino Hills
USER_61f4648b,United States of America,Michigan,Oakland County,West Bloomfield Township
USER_34c0876f,United States of America,California,Los Angeles County,Rolling Hills
USER_3d3024c0,United States of America,California,San Bernardino County,Fontana
USER_5e8aa900,United States of America,Ohio,Summit County,Akron
USER_a1fc3199,United States of America,New York,Rockland,Nanuet
USER_1e72f667,United States of America,Connecticut,Tolland,UKN
USER_1e88e5d3,United States of America,Georgia,Fulton County,Atlanta
USER_da3d2729,United States of America,Tennessee,Rutherford,Murfreesboro
USER_8773c800,United States of America,Michigan,Wayne,Canton
USER_65382432,United States of America,Florida,Palm Beach County,Delray Beach
USER_524a859c,United States of America,Georgia,Fulton County,Atlanta
USER_641b07ea,United States of America,New York,Westchester,Mount Vernon
USER_71c55819,United States of America,Illinois,Cook,Chicago
USER_d95d89c9,Canada,Ontario,UKN,Brampton
USER_912e48f9,United States of America,South Carolina,Richland,UKN
USER_8c28e976,United States of America,Virginia,Newport News (city),Hampton
USER_e3df1951,United States of America,Connecticut,New Haven County,UKN
USER_d207942f,United States of America,Iowa,Polk,West Des Moines
USER_ed4ee107,United States of America,New Mexico,Dona Ana,Las Cruces
USER_26773617,United States of America,New York,Nassau,Elmont
USER_72dce914,United States of America,California,Fresno County,Fresno
USER_bbc81c0f,United States of America,California,Alameda County,Alameda
USER_586f4b98,United States of America,Georgia,DeKalb County,UKN
USER_f5473048,United States of America,Maryland,Prince George's,Mitchellville
USER_d3f43a63,United States of America,Maryland,Baltimore County,UKN
USER_d2964a11,United States of America,New York,Kings,NYC
USER_5946c3f9,United States of America,Nebraska,Lancaster County,Lincoln
USER_1af91382,United States of America,New York,Nassau,South Hempstead
USER_d0e0b4c0,United States of America,Nevada,Clark County,Henderson
USER_10dbfe78,United States of America,Ohio,Wood,UKN
USER_fc387563,United States of America,New York,Bronx County,NYC
USER_cbe1a272,United States of America,California,Los Angeles,Long Beach
USER_c3d91421,United States of America,Maryland,Cecil,UKN
USER_af7596da,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_7064771c,United States of America,Florida,Miami-Dade County,Miami
USER_a67ce414,United States of America,New York,Kings,NYC
USER_f351fd5c,United States of America,Michigan,Oakland,Southfield
USER_58635d74,United States of America,New York,Kings,NYC
USER_49e82ac6,United States of America,Georgia,Fulton County,East Point
USER_5e89de51,United States of America,Massachusetts,Plymouth County,Brockton
USER_1e6588ad,United States of America,Georgia,Fulton County,Sandy Springs
USER_e560cb7b,United States of America,South Carolina,Greenville County,UKN
USER_17fbaa5a,United States of America,New York,Town of Guilderland,UKN
USER_99394c11,United States of America,Florida,Orange County,Orlando
USER_5d246e83,United States of America,New York,New York,NYC
USER_c5a98ccc,United States of America,Virginia,Henrico,Highland Springs
USER_7d4b89f2,United States of America,New York,Bronx County,NYC
USER_f2a1e61e,United States of America,New York,Westchester,New Rochelle
USER_b9bac8f2,United States of America,Michigan,Calhoun,Marshall
USER_bd8ff5c4,United States of America,New York,New York,NYC
USER_bed73617,United States of America,New York,Nassau,North Valley Stream
USER_33fa9f87,United States of America,Nebraska,Douglas,Omaha
USER_c486b726,United States of America,Alabama,Montgomery,Montgomery
USER_160302f6,United States of America,Indiana,Allen,Fort Wayne
USER_c229e5bc,United States of America,Texas,Bexar County,San Antonio
USER_d368455e,United States of America,Virginia,Newport News (city),Hampton
USER_eb491c38,United States of America,Georgia,Clayton,UKN
USER_a9819e48,United States of America,New York,Kings,NYC
USER_916245e8,United States of America,North Carolina,Mecklenburg,Charlotte
USER_57f6c558,United States of America,New York,New York,NYC
USER_ddc8dddc,United States of America,California,Los Angeles County,El Segundo
USER_ae234e8c,United States of America,Texas,Tarrant County,Fort Worth
USER_d5fffa0e,United States of America,California,Riverside County,Moreno Valley
USER_623d43cf,United States of America,Tennessee,Rutherford,UKN
USER_3ac9aa59,United States of America,Ohio,Cuyahoga County,Cleveland Heights
USER_e6556cda,United States of America,Georgia,Fulton County,Atlanta
USER_4997f190,United States of America,New York,Kings,NYC
USER_c49f780b,United States of America,Florida,Miami-Dade County,UKN
USER_d6524e47,United States of America,Georgia,Fulton County,Sandy Springs
USER_8772b063,United States of America,New York,New York,NYC
USER_ae3768a5,Canada,Ontario,UKN,Windsor
USER_e483dd36,United States of America,Texas,Harris County,Houston
USER_738b5fa1,United States of America,New York,Bronx County,NYC
USER_b047f85f,United States of America,Delaware,Kent,Dover
USER_2646fb92,United States of America,California,Orange County,Anaheim
USER_02724592,United States of America,New York,Kings,NYC
USER_969a07ce,United States of America,Massachusetts,Hampden County,Springfield
USER_a1513826,United States of America,Washington,King,UKN
USER_dfaf92e8,United States of America,Georgia,Dougherty,Albany
USER_9c9ed67b,United States of America,Arizona,Maricopa,Phoenix
USER_081d800c,United States of America,North Carolina,Harnett,UKN
USER_8e0a75d1,United States of America,Washington,Franklin,West Pasco
USER_d856efd1,United States of America,New York,Bronx County,NYC
USER_1c61f6e9,United States of America,New York,Kings,NYC
USER_f3b21af7,United States of America,California,Ventura,Ventura
USER_9b29f65c,United States of America,New Jersey,Hudson,Jersey City
USER_d6c86a7c,United States of America,Georgia,Gwinnett County,UKN
USER_230fa8fc,United States of America,New Jersey,Union,Elizabeth
USER_06b84691,United States of America,Arizona,Pima County,Tucson
USER_618574ae,United States of America,California,Placer County,UKN
USER_38cd0bfb,United States of America,New York,Kings,NYC
USER_7ef79945,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_d3d13d31,United States of America,Maryland,Prince George's County,Beltsville
USER_b3610cfa,United States of America,Wisconsin,Dane,Madison
USER_7bd5b579,United States of America,UKN,Dutchess,UKN
USER_ba4e8aca,United States of America,Ohio,Franklin County,Columbus
USER_86684402,United States of America,New York,Kings,NYC
USER_cea009e4,United States of America,New Jersey,Hudson,Jersey City
USER_1b651243,United States of America,New York,Saint Lawrence,UKN
USER_286d407a,United States of America,Georgia,Fulton County,Atlanta
USER_4cca0700,United States of America,Michigan,Wayne,Dearborn Heights
USER_b9cd56e8,Canada,Ontario,UKN,London
USER_d510711a,United States of America,New York,Erie,Buffalo
USER_b2cfd89f,United States of America,New York,New York,NYC
USER_80da6c16,United States of America,New York,Bronx County,NYC
USER_ce61c55a,United States of America,Ohio,Franklin County,Columbus
USER_2ac16518,Canada,Ontario,UKN,UKN
USER_c4d47126,United States of America,Washington,Pierce,Lakewood
USER_7f94b0c0,United States of America,Ohio,Lake,Willowick
USER_85026337,United States of America,North Carolina,Guilford,Greensboro
USER_a28bb536,United States of America,New York,Nassau,UKN
USER_9ffb908b,United States of America,Ohio,Ashtabula,Ashtabula
USER_f59b4cf6,United States of America,California,Fresno County,UKN
USER_8f0e2830,United States of America,Michigan,Wayne,Taylor
USER_7419bf93,United States of America,New York,Kings,NYC
USER_13320fbb,United States of America,California,San Bernardino County,Fontana
USER_b567f44d,United States of America,New York,New York,NYC
